id_cancion,nombre_cancion,nombre_artista,tipo_album,fecha,popularidad_cancion,duracion,explicito,id_album,id_artista
5tnlIXsXfQTTEptv129Swp,ready set go,poptropicaslutz!,single,2023-05-19,23,166500,False,4M5JeRShbMAjvl2829yyGM,08DN8ZbOSeuTELiQjc4Jl8
5i9lPH9szIjiIgKd4YCxtc,Pop Star Blues,Harmoniq Echoes,album,2024-06-13,0,99519,True,0v7omzHaT7fNAKT8EglaVb,6woCUFocMxziPmn70ns5rW
6peFwvcvgkjUYrq3cn6a72,Lovers in Arms,poptropicaslutz!,album,2024-05-10,23,230400,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
7wx9AkXz2pEavoLlLD2VLo,Afro Poppin,Incidents,album,2022-06-05,0,173683,False,3RhZEXWzlEYq9xLv34hXar,6yFNfIl14Q1ADGXwajYD4A
5jkpVUHdJbMxeFFG60u6yY,Bittersweet Teeth,poptropicaslutz!,album,2024-05-10,27,149122,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
1juxs2D3NCqTyasBT2yIfk,Indie Pop Is Such A Drag,Harmoniq Echoes,album,2024-06-13,0,68543,True,0v7omzHaT7fNAKT8EglaVb,6woCUFocMxziPmn70ns5rW
0KaICGXN0MFVvuwW7XoHH5,Strawberry Sorbet,poptropicaslutz!,album,2024-05-10,22,184651,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
4GlFKIyYWrfAhd0YkilFfe,Down with Synth-Pop,Harmoniq Echoes,album,2024-06-13,0,88679,True,0v7omzHaT7fNAKT8EglaVb,6woCUFocMxziPmn70ns5rW
0W2jU5aK5pY2TBgwmoXJkJ,Upside Down,poptropicaslutz!,album,2024-05-10,25,163500,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
3YaaQ03XNKZHqwx5mizKNf,Pop That,B.Surius,album,2018-05-24,0,112956,True,2xOizNz5DPtv4esLpU49ry,3WWw8fWepT3X9rnNlvXEq1
6pAuPuoX9VSoTMOWcEmSgm,What Would You Do To Get Ahead(line)?,poptropicaslutz!,album,2024-05-10,23,174400,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
41rfaBexNufpiCkvZ4xqzb,Gore Gore - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,249346,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
4TaROmxlBdrOJiD79OwvNK,Claymore,poptropicaslutz!,album,2024-05-10,25,117718,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
6ii7m5QnVHPQ0YEUIGJiAX,Tak Dhina Dhin - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,371226,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
4kVlUcupBVo4e95PaghoSt,Sierra Echo X-Ray,poptropicaslutz!,album,2024-05-10,22,132187,True,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
3Ze2lIZkgWvicu357oapeG,The Story,Pattawiguys,single,2021-01-05,0,195000,False,1k10ygj300td8SxU56T4aG,1CAo97ONqtSXRdiJPui6MD
73SAqfrEE2qtdczMRQtERt,Flowers,Fame on Fire,single,2023-02-22,26,194237,True,7aWj3Ise2UYXcl62HzgtM9,10Z7WzKMeIdNBKexi1YarP
1FoPpAmKSCqHHzvt8q6Ttk,The Adults Have Your Back,Pattawiguys,single,2021-01-05,0,251000,True,1k10ygj300td8SxU56T4aG,1CAo97ONqtSXRdiJPui6MD
4905DetLgNx8xZX2oUZX70,Wind Back,poptropicaslutz!,album,2024-05-10,21,158083,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
5xmlAPDK7xjwxr4OKoucha,2010 The Plastic Lovers,Pattawiguys,single,2021-01-05,0,237000,True,1k10ygj300td8SxU56T4aG,1CAo97ONqtSXRdiJPui6MD
5OLmJP2ieXPZguwPBPkLo6,Where The Wind Blows,poptropicaslutz!,album,2024-05-10,23,167000,False,2czlawQI78XQkCDXwih3eg,08DN8ZbOSeuTELiQjc4Jl8
1vTBOxeHZKu5ZvgyngrHjT,Thannannae - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,510640,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
1ERn5B4qPzgDOuwaDIjKlD,Toy Box Nostalgia,Pop Culture,single,2024-05-10,25,155093,False,0rFFNmGvjMUj66pLOLBUyN,6nioPI2w2u0mYS1DIoz52c
7KOx9pK7PPhoVul30edv8l,Thidu Thidu Thiduvaena - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,397066,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
73wvzVVkyZNeZdWLjAGnru,Lean In,Patrick Martin,single,2024-03-22,21,190243,False,3Ye8tnkENwAK80262hRjVQ,0akke4ZfLeCMEwuSJX5yc8
0pjxOdlZt9zMaJH535cUx5,Kaathale - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,290173,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
5USPiFheZGklmbrlNSIdC6,kaleidoscope,poptropicaslutz!,single,2023-05-19,22,118601,False,4M5JeRShbMAjvl2829yyGM,08DN8ZbOSeuTELiQjc4Jl8
0rjKgEGdaMP0PmUwoLcZtr,Billbhahaa Billbhahaa - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,333120,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
0MesHhN0k7K2nqigNPtkmn,Addiction/Prescription,poptropicaslutz!,single,2024-04-18,18,162030,True,6dKhQrbJRrlfBAxKLg0eH4,08DN8ZbOSeuTELiQjc4Jl8
4aDP7iBgaAIDALgRetjxsU,Hay Sarigama - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,332813,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
5SF29ZGgnigCJvpzdIZkJU,wow!,poptropicaslutz!,single,2023-05-19,20,183414,False,4M5JeRShbMAjvl2829yyGM,08DN8ZbOSeuTELiQjc4Jl8
4Ca4hksNeCUgJFNhZOwnrb,Alaimouthi - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,401533,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
7aHhmNXwXxNQaoqJPExttn,Brutally,Will Jay,single,2024-05-17,21,194837,False,6JhKmZAkUlgzwoyYVpEo0K,4lWJityOQkWcLFiboQBvBq
6gq9SDjT5T0UBJIcsEi1h9,Muniyammaa - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,338000,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
3aBw6I5uLuvZIhviXJEoQq,Flowers,Pop Goes Ambient,single,2023-08-04,25,155284,False,7F2bi9xecNSVr7F1km2E5u,2jHRNCV3XlGTMJJaBaB3sP
6DJqo7INbjEFcKWkV9NeNo,Mummy Daddy - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,284920,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
6Fz9dML79Bv1EQpt3xa7KG,pop,khiwitdak,single,2024-05-21,19,100138,True,4wYts5QyffPI0ypFuIOy81,0pNLzdA9OTLtucZnjDDfoL
1diDubwRt66OrgculTpcCE,Raagaa Neram - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,326773,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
7JlrAh79ZC7qeeNQBJeGVn,La La Land,Demi Lovato,compilation,2020-07-03,23,196240,False,0jGr47rDzTuy8LH1kgf56D,6S2OmqARrzebs0tKUEyXyp
5tTiQbfL6IA7OJg11q0avE,Velavetti Illama - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,351426,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
7GK1roPAf3csvMjwu4VvXF,Pop! Pop!,Sam Riegel,single,2023-04-15,18,130764,True,6TyAdK7KGo1Req3AqMKrNO,629nGXvOxCrpS2XaZGyyu6
4fh6AQLVJJiXElpr200tc7,Sevvarali Pooveduthu - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,441386,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
0ysQdmtGs8NQ9o7o0Yu7nk,Santa Ana,Pop Noir,single,2024-02-23,23,179750,False,6eEhNrdV0tisJF1oNErs3Q,0gdkUiFkW7bIcTgpxjQBde
2RRqU7VYvuRdSs0P0MJad2,Vaenaandi Vaevagaaram - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,461813,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
5I0RewgWlXeS9D5HyejsVt,Clueless,Popgoth,album,2020-05-13,12,149916,False,2vCV5RD7c0VxMMdjKuYZJZ,58aKoq74YagROd0kJnvcsi
6pNGYWsy1DJwjk9ZX1UPdW,Kola Kolayam Mundhirikkaa - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,1,406533,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
4VRX2ap0ZXA5AJuACC8VY7,bedroom,poptropicaslutz!,album,2022-08-12,13,100012,False,2dMtwSOogdh0Ol4SWFYjTc,08DN8ZbOSeuTELiQjc4Jl8
4nWGKo5sQBNLu1T0rLqYPi,Maanthoppu Salaimelae - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,355213,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
2Kn0IA8aZozM65naQPZZj4,Pop,Delo,album,2024-02-22,18,128082,False,0oVB1WueTb0HwJvJxCv2T1,0yqJRqi1sRXln592M3uy7R
7GRQRPUWkuQpWHqozasL74,Karumaegham Pothikkitchu - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,374786,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
1cN07AK1uQUPN90ofVolQ3,Pop,Bonny,album,2024-03-02,18,153604,False,3YeEQKXQonPSkGZvnaqnVP,3GbbcxyOr60fnUupFMUYCn
0KpxrMwvsr3F61U9I2xY75,Kaathalukku Yellai Illai - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,312360,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
5XVrJTN2Kymf2tET8JkoWz,bittersweet teeth - pop punk re-work,poptropicaslutz!,single,2022-09-21,9,155889,False,5af1Md3MMo8APpAdxRVWwP,08DN8ZbOSeuTELiQjc4Jl8
2r5gK5sZqE9x3X54ouecvC,Thannanthani Kaattukkulle - Language: Tamil; Genre: Pop-Tamil,Gopal Sharma,album,1997-01-01,0,323586,False,6dBTAAGkRAZnyBNucaaaQ9,2qp2Y16Jaq6cbBedbd7z0R
4KhBZCIQjz1RvdXDUEJx4b,Easy,Troye Sivan,compilation,2023-07-06,15,213571,False,3qVtznmJ235ICCxUVc9tpy,3WGpXCj9YhhfX11TToZcXP
5TdSVjw1QBLbNSzn2gMQdb,Othaalumilaatha Vayakkaatil - Language: Tamil; Genre: Pop/Folk,Pushpavanam Kuppusamy,album,1999-01-01,0,489653,False,6DCVRTHSPrPfeQjKhIIWvn,7mlyuQNP02Vp1Jyio9KJrO
6fewQ2ngG27KpXuWs9PWq0,Pop!,Alex Sloane,single,2019-08-14,11,220206,False,1GVggWktIvINOI3eH4NhMH,2oKcZslW7y9ILALBZJhoha
2oD7T3buOQkgo2Dpv9M8hK,Pop,Tamra Greta Lawlor,album,2023-09-27,0,152019,False,3FHWsaJTYQQoWSMAHj1xSP,3EdvYb8JskKNqHBSnHz8MB
1NAf3vBPAucQPVPhhUr0ig,Roar,Pop Mage,single,2024-01-12,28,159000,False,4U3IYpqttvaIqwTNfwO8AH,4YOM5excFC1lf3sDs1fsh3
2GQW8BHKgk7gN1dFdezdmb,Poppa,Pillow,album,2021-06-21,0,244897,False,53RYMxKVebW0k2TQrKcygO,4fP9JRoe2FJYuqpwqZtTSU
5VzhqHziqdHINpOpa4wpFP,Flowers,Pop Mage,single,2023-11-10,34,196271,False,4geGKGrrSPs2yGGDVbuLrF,4YOM5excFC1lf3sDs1fsh3
2dgZfjCCcTtL7n4sB0fHp2,Own Genre,Poppy T,album,2021-10-30,0,95895,True,60JFSGdEb63sP5tdECx4Q4,5FtwFtOSPsep1wubSEoqdx
3zxlHLrk031wq76OLCO4YF,Pop Princess,Metro Station,album,2015-06-30,12,171895,False,0hxTyrWcrcBjVPi08WN8FV,7vXwfZyDp3spzIVNXDaTPN
0aMLTj7d0utKBiD7wP8B3L,Poppin,Kingdom Chellzzz,album,2021-12-10,0,190031,False,755yMotSoTtLp5PX43pJ1F,0SWEU5jJseSgP29WcaeOGE
4igNXQAwypKTTadpirqt84,Rolling In The Deep,Pop Mage,single,2024-04-12,31,212783,False,3omtk9B4HjpU4xETiZec8g,4YOM5excFC1lf3sDs1fsh3
0MV5RoGyp8AsIhllMx2ulv,Poppin',F.O.E Anthony Peace,album,2021-05-28,0,274050,True,6qkDxeBAZlweBXERJLgr4u,1iWzJgDg24NKfdxy4xvfdW
1DqOMCIb4LB84XpqxXTTs0,Dinner for Two,Lunchbox,album,2024-05-10,11,110506,False,2gYTwB8DVXWoWuc3frfVfJ,29mPumMJbd982NqW4BrHoS
0jXiJO6xtvEJKYoi79xyNe,Rock Pop,Valentines Candy,compilation,2016-05-17,0,260048,False,4Hjib21CPd0ZW5OFaGvVSf,1T7QQTOBwReyNkaonCAXcC
29NuCtC447UVvpRS4XmnSG,Fall In Love,Icona Pop,album,2023-12-01,15,143081,False,0xmI8Oy49CerKEajekFH4I,1VBflYyxBhnDc9uVib98rw
3Sh3F4QoVAAComIrAXRW1F,Pop My Shit,Reallionaire Tonna,album,2022-02-25,0,137064,True,7r59jtQhJReOqhtBYXfLYK,3iLtP7uGm7sBJUXLyDSb4s
0zLJwsWrmEFtKMZsEf1QbY,Numb,Pop Mage,single,2024-01-12,29,138774,False,7JHvRVX4j1yeiFPeM19qwz,4YOM5excFC1lf3sDs1fsh3
1q79LrTDoYhVXX5frAERep,Pop: My Mind Is Thinking,Magic Fraga,album,2015-08-14,0,263759,False,0MCpPKpplyOYTNs6ToplKV,7EwnWExTuwuEKJs0JP1MmX
6Rsw1rYQC42zIcAt8ZaplI,I Knew You Were Trouble,Pop Mage,single,2024-02-09,30,219000,False,7v72mAu6vNKtlnwafs0jBc,4YOM5excFC1lf3sDs1fsh3
47OL8RJzTKYKH8QZvqbTbW,Pop Sub-Genre,Daffodill,album,2024-04-23,0,373136,False,4TQl6PlKuZ7IVruE6OKwM5,4zWT84A0ShKVHuHOr0kvww
28DnA6OFKcPpn1VYbwTNkE,Sorry Not Sorry,Pop Mage,single,2024-02-09,32,187870,False,6uJExoo2v2yu8uRxM6shJt,4YOM5excFC1lf3sDs1fsh3
3fqeMNlpVX9ITbqenipqJV,โคตรpop,JL Vaivai,compilation,2021-05-22,0,210225,False,6TcPJBFfN6XCIDsTtwiYWZ,02HzLewI1jCeTYGYzj31G5
0OxPexoaRg6LCWRAikOBF6,Unholy,Pop Mage,single,2023-08-18,35,143358,False,3a0Pjs3VH544rMWPFiJCa1,4YOM5excFC1lf3sDs1fsh3
6n79mL8k3snCoVPaZmLtz7,Testing Eleven Pops,OCnotes,album,2023-10-06,0,44276,False,5Ft1FB30thrXTkQMCsOgfT,6RY4qClirCjUqyzaXYA50U
0yR4x5u0lenbGD6hJm6mNy,Different Tune,Lunchbox,album,2024-05-10,6,133586,False,2gYTwB8DVXWoWuc3frfVfJ,29mPumMJbd982NqW4BrHoS
5o5G4ASAomFR6ziDQSXJWS,La Revanche Du Genre,Anton Barbeau,album,2022-03-25,0,20626,False,5V8Pw9QdtfFm6Hm7DbRQpI,7sM145gGWoxAkRvynlvWep
5pQZIBfNxYS98rHdXWLAcL,Greedy,Pop Mage,single,2024-01-12,29,124052,False,4rNbapDIZi9h2qmE7yigEy,4YOM5excFC1lf3sDs1fsh3
3dbfApiPebUiSOEA0XiS1l,Genres Interlude,The Teeta,album,2018-08-20,0,15744,True,0BlUUUm6y1n1M8y5fK4ron,1RGMKGdv0z8KaEpu5avjaN
7DgCGS9O2bfgog1VBcjjbZ,Anti-Hero,Taylor Swift,compilation,2023-02-08,20,200690,False,2KdbwOkrHGPZBkGFbAHTmv,06HL4z0CvFAxyc27GXpf02
0JDZsBphqcwRZX5Dlgef3h,80s Euro Pop,Mr.8,album,2014-04-17,0,276688,False,4VrUbIvwK6wdHngNLvPm4I,2om5JRw4NSuXpsODBZdmqL
7EmHhPCYV6sk117p93YbaJ,Sunroof,Pop Mage,single,2024-02-09,28,123428,False,7dXFxCO8vdk01JZyNZMpUH,4YOM5excFC1lf3sDs1fsh3
6WEJC1TapiyhuGcobKkocQ,"Epo I Tai Tai E, Pop",Tata and Kira,album,2020-03-26,0,136373,False,4YpqeQ4ztmWr3JZjGcorXc,4jauRYuHboijd8H0xgNnun
1O0QEAfHrBkhZBBszRepWZ,Dreams,HARLOE,single,2024-02-09,8,170000,True,7iSjhxgP9n8yhl7t1z91me,6iyadmF41vqU7NnBaVabfL
19e00znLQWAU8KTiX965lz,80s Euro Pop,Mr.8,album,2014-04-17,0,276688,False,6tS1PVsdviCJPXssafntVx,2om5JRw4NSuXpsODBZdmqL
7fZ1nERkOdkH3ZoqTfxg7V,Pop Pop Popcorn,Panda Strike,album,2024-05-20,6,161999,False,75Atgjz1oMTB1S27eJQzlG,1XJakVFeFd535FkP36qCSg
7y00dDmf723sfjUW7cEGGx,80s Euro Pop,Mr.8,album,2014-04-16,0,276688,False,6vt3hW7kr4djXh7isdbm7E,2om5JRw4NSuXpsODBZdmqL
3jB7CeWQReryMgr5Dscy9d,Creepin',Pop Mage,single,2024-03-08,30,164081,False,06kXyU0K0685idoDcHf8CA,4YOM5excFC1lf3sDs1fsh3
067qYGCHhMTkY96FX1wYhw,Mollified,Black Pope,album,2010-06-30,0,110393,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
1NNvLOX7XKBgrQJ7WRgPR0,Summer's Calling,Lunchbox,album,2024-05-10,7,122813,False,2gYTwB8DVXWoWuc3frfVfJ,29mPumMJbd982NqW4BrHoS
2QZMf5fAq4zHaGtn2FlTij,Back 2 Back,Black Pope,album,2010-06-30,0,162873,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
1pMU9s8XYJhUPY8pp3FHYP,Flowers,SMYLES,compilation,2024-05-09,1,196721,False,4E7ZKiUgudtWhaq97HYyZM,7bCRnTi1yDFfLbDFkMqvaS
6Voq6ViT4pFVaELYHA7DQ1,Like Mine,Black Pope,album,2010-06-30,0,145031,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
1A5wTT7vJMGEhoAouIUEKu,Lovely,Pop Mage,single,2024-03-08,30,160000,False,3LaySIyBga1IRqpzDDvENa,4YOM5excFC1lf3sDs1fsh3
5j9ZlU2mY6CEKDqbdKKDG2,Booty & Coochie,Black Pope,album,2010-06-30,0,142602,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
6SVLllvGxRvwCuAvzwjEz9,pop song,Clara Le Bouar,single,2024-06-14,17,207840,False,6dFRcHP2w6ZduKCRiEyfyU,5d4Z9gtKIo66PT6hMbmevx
6EipytN69BOux2pQm5bOKT,Smoking Sweets,Black Pope,album,2010-06-30,0,157440,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
0GDr93frywM6nZoK2MqVPO,Pop Music Is Not a Crime,Freezepop,album,2007-09-25,6,232533,False,2PxJi2cMGCV3ZHbLtd7Hz0,4gg8SEqY40Y6ygiwkcQOWD
3UIPWXyDKIb9pVa0rnxO0N,Let Me,Black Pope,album,2010-06-30,0,157936,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
6bHtZu2V3wlJ5I98XjuXw2,Don't Wait Too Long,Lunchbox,album,2024-05-10,6,207706,False,2gYTwB8DVXWoWuc3frfVfJ,29mPumMJbd982NqW4BrHoS
0qeyDQq5ecdl0tiUYT4oI9,Merking Season,Black Pope,album,2010-06-30,0,151614,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
60ioSJNjqV7ni0XSIgKI8R,Goth GF,PopKill,album,2021-01-03,7,64078,False,72L7o5MijyiidoYog5vhms,0zcD72sViAieT1p9eBAW2e
3jlvSEhGR5E8N9Y8eWKbTd,Hearts Calling,Black Pope,album,2010-06-30,0,146625,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
52ERzOASlYZTAXVv0JrOJa,Ghost,Justin Bieber,compilation,2023-02-08,9,153190,False,2KdbwOkrHGPZBkGFbAHTmv,1uNFoZAHBGtllmzznpCI3s
7vc3eewqWNPwz4h24m5nAO,Juggin,Black Pope,album,2010-06-30,0,145737,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
2P3MNVOUnepDXOO13vfqtW,Shallow,Pop Mage,single,2023-12-08,27,205000,False,2ZXxy8gjRJ7mNuBfJgel3N,4YOM5excFC1lf3sDs1fsh3
5bD2q6Z4RSzqrBnkH5A1a2,No time for Games,Black Pope,album,2010-06-30,0,188264,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
6NrwWi9RfTuuLdSR0YI9q3,Serial Killer,Pop Smoke,single,2024-05-10,11,154906,False,1zgX87blVSvkjqRw8wyUxR,4ynbc5lzSM0JM6gRulKsbJ
5aTJFCjSa0QxbHrfSDWuXu,Kush & Kane,Black Pope,album,2010-06-30,0,211853,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
35jMnDPXP8NQmw6HPkwnut,Levitating,Dua Lipa,compilation,2024-03-22,2,203064,False,0lAlNmmGGSTU0FaMPacxxz,6M2wZ9GZgrQXHCFfjv46we
6cA2MLeh5Wt7QXU496pgbH,Rich Life,Black Pope,album,2010-06-30,0,88842,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
0QcBRsn56LkF27kN7crKqe,Slow It Down,Benson Boone,compilation,2024-04-16,6,161831,False,21HtBbicxAyld8QlVTezqK,22wbnEMDvgVIAGdFeek6ET
6VN3Y4YkbxPLoCAQMZrFZg,Moneymakers/Ballers/Players,Black Pope,album,2010-06-30,0,153417,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
2CRTNOdW0wiRn2ZsHRTqVN,Is This Real?,Lunchbox,album,2024-05-10,5,218933,False,2gYTwB8DVXWoWuc3frfVfJ,29mPumMJbd982NqW4BrHoS
5dj8nWVi3vH5HDAsMThO5w,She Twerking,Black Pope,album,2010-06-30,0,149498,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
2Mmxjhn6sx5y7R2uLyuqC0,Mix Gen,G. Poppinschitt,album,2023-08-14,1,118153,False,0afl8Fi4U4rCqhuPNhrYeD,1fBFXapFOBnFE0XbNU24z7
4vm2E5WzFIldCfbKVQqPes,I Just Wanna Love,Black Pope,album,2010-06-30,0,156081,False,56hHy0YugTksEbh6VoCUOQ,24eYyEJq7l3lzUNnXkBAg3
3fOc9rj199sQmIEywpSXuN,Ancient Dreams in a Modern Land,MARINA,compilation,2023-07-07,7,206080,False,4MmQAQJV1J6wLkSUrHzrD6,6CwfuxIqcltXDGjfZsMd9A
1lHN3ZH0XelEvTVn5whCM1,Musique mécanique,André Popp,album,2019-10-25,0,152534,False,2xVsoKfI3QaO5qHkpyziH1,5NmHYphEyVeNxopdYctRyJ
65uJ7Uwev7KeCA6UUadekV,Techno Pop Rocks,HARRI3T,album,2024-01-09,2,114000,False,1bJMW4Mv5uQM2eBXQY2jaN,6O8TvVZ2rnR42D6B9PZoKH
0sUeahC8jtEIPHPh2peCOY,Ma nounou du Tanganyka,André Popp,album,2019-10-25,0,165476,False,2xVsoKfI3QaO5qHkpyziH1,5NmHYphEyVeNxopdYctRyJ
